Tokens,Tags,__index_level_0__,input_ids,word_ids,attention_masks,labels
"['জ্বরের' 'রোগী' 'গেলেই' '‘' 'সিসিইউ’-তে' 'ভতির' 'প্রবণতা' 'বন্ধ' 'করে'
 'সাধারণ' 'ওয়ার্ডে' 'রেখে' 'চিকিৎসা' 'করা' 'গেলে' 'সেটাই' 'করতে' 'হবে' '।']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O']",141,"[     101  2657536  2134528 13664352  7378944 13664264  7378944  7378944
 13664360  2130240 13664520  2130240 13664264  7642112 13664264 13664520
  3152896 13664520  3152896 13664520 13664520 13665128  2104320 13664264
  2150912 13664352  2104320 13664520  7378944  2101760  7378944 13664352
  2134528 13664352  6461440 13664352  2104320 13664392  2134528 13664352
  6462464  2153472 13664352  2097472 13664352  7378944 13664264  3152896
 13664392  2153472 13664392  7378944 13664352  6461440 13664352 13664360
  5275656 13664392  7378944  2136064 13664264  7378944 13664264  2113856
 13664264  2624768 13664520  2097472 13664520  2104320  3152896 13664392
  2097472 13664352  7378944 13664392  2130240 13664264  7642112 13664264
  3152896 13664264  2103296 13664392 13664520  2097472 13664352  7378944
 13664352  2104320 13664264  7340032 13664352  2134528 13664264      102]","[nan  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  2.  2.  2.  2.  2.  4.  4.
  4.  4.  4.  4.  4.  4.  5.  5.  5.  5.  5.  6.  6.  6.  6.  6.  6.  6.
  6.  6.  7.  7.  7.  7.  7.  8.  8.  8.  8.  9.  9.  9.  9.  9.  9.  9.
  9. 10. 10. 10. 10. 10. 10. 11. 11. 11. 11. 12. 12. 12. 12. 12. 12. 12.
 13. 13. 13. 13. 14. 14. 14. 14. 15. 15. 15. 15. 15. 16. 16. 16. 16. 16.
 16. 17. 17. 17. 17. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0 -100]"
"['মেয়র' 'অশোক' 'ভট্টাচার্য' 'বলেন' ',' '‘‘' 'স্বাস্থ্য' 'দফতরের' 'সঙ্গে'
 'কথা' 'বলে' 'তাদের' 'নির্দেশ' 'মতো' 'আমরা' 'সমস্ত' 'ব্যবস্থা' 'নিচ্ছি'
 '।']","['B-TTL' 'B-NAM' 'I-NAM' 'O' 'O' 'O' 'B-NOM' 'I-NOM' 'O' 'O' 'O' 'B-PRO'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']",142,"[     101  6459904 13664264  5275656 13664352  7378944 13664352 13664360
  3673344 13664360  2097472  2150912 13664352  2103296  2103296 13664392
  2624768 13664392  7378944  2660352 13664352  2134528 13664352  7642112
 13664264  6462464  3152896  2134528 13664392  3152896  2120704  2660352
 13664352  2137088 13664352  3150336 13664352  2104320 13664352  7378944
 13664264  7378944  3152896 13664352  6455616  2130240 13664264  2097472
 13664352  2120704 13664392  2134528 13664352  7642112 13664264  2104320
 13664392  2137088 13664264  7378944  6462464 13664520  7378944  2137088
 13664264  3673344  6459904 13664352  2104320 13664360 13664392  6459904
  7378944 13664392  3152896 13664352  6459904 13664352  3152896  2104320
 13664352  2134528  2660352 13664352  2134528 13664352  3152896  2120704
 13664392  6462464 13664520  2624768  2641152 13664520      102]","[nan  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  2.  2.  2.  2.  2.  2.  2.
  2.  2.  2.  3.  3.  3.  3.  3.  6.  6.  6.  6.  6.  6.  6.  7.  7.  7.
  7.  7.  7.  7.  7.  7.  8.  8.  8.  8.  8.  9.  9.  9.  9. 10. 10. 10.
 10. 11. 11. 11. 11. 11. 12. 12. 12. 12. 12. 12. 13. 13. 13. 13. 14. 14.
 14. 14. 15. 15. 15. 15. 15. 15. 15. 16. 16. 16. 16. 16. 16. 16. 16. 17.
 17. 17. 17. 17. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    9    9    9    9    9    9   11   11   11   11   12   12   12
   12   12   12   12   12   12   12    0    0    0    0    0   13   13
   13   13   13   13   13   14   14   14   14   14   14   14   14   14
    0    0    0    0    0    0    0    0    0    0    0    0    0   15
   15   15   15   15    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0 -100]"
"['স্বাস্থ্য' 'দফতর' 'আমাদের' 'যে' 'রিপোর্ট' 'দিয়েছে' ',' 'তাতে' 'এ' 'দিন'
 'পর্যন্ত' 'শহরে' 'ডেঙ্গি' 'আক্রান্তের' 'সংখ্যা' '১২৫' 'জন' '।']","['B-NAM' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-NOM'
 'I-NOM' 'O']",143,"[     101  3152896  2134528 13664392  3152896  2120704  2660352 13664352
  2137088 13664352  3150336 13664352  2104320 13664352  7378944 13664352
 13664392  6459904 13664392  2137088 13664264  7378944  2660352 13664264
  7378944 13664520  2101760 13664360  7378944  2103296 13664352  2137088
 13664520  5275656 13664264  2641152 13664264  2104320 13664392  2104320
 13664264 13664264  2137088 13664520  6462464  2101760 13664352  7378944
  2660352 13664352  6462464  2104320 13664352  3673344 13664352  7340032
 13664352  7378944 13664264  2136064 13664264  6455616  2130240 13664520
 13664392  2097472  7378944 13664392  6462464  2104320 13664264  7378944
  3152896 13664352  6455616  2113856  2660352 13664392  2657536 13664352
  6462464 13664352      102]","[nan  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  2.  2.
  2.  2.  2.  2.  3.  3.  4.  4.  4.  4.  4.  4.  4.  5.  5.  5.  5.  5.
  5.  7.  7.  7.  7.  8.  9.  9.  9. 10. 10. 10. 10. 10. 10. 10. 10. 11.
 11. 11. 11. 11. 11. 12. 12. 12. 12. 12. 13. 13. 13. 13. 13. 13. 13. 13.
 14. 14. 14. 14. 14. 14. 16. 16. 16. 16. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1]","[-100   11   11   11   11   11   11   11    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0   14   14   14   14 -100]"
"['তবে' 'নার্সিংহোমগুলিতে' 'কার্ড' 'পরীক্ষা' 'করে' 'প্রচুর' 'বাসিন্দার'
 'ডেঙ্গি' 'বলে' 'জানানো' 'হচ্ছে' '।']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],144,"[     101  2104320 13664352  2134528 13664264  6462464 13664392  7378944
  3152896 13664520  6455616  7340032 13664360  6459904  2130240 13665128
  7642112 13664520  2104320 13664264  2097472 13664392  7378944  2136064
 13664352  2101760 13664352  7378944 13664520  2097472  3147776 13664392
  2097472 13664352  7378944 13664264  2101760  7378944 13664352  2624768
 13665128  7378944  2134528 13664392  3152896 13664520  6462464  2137088
 13664392  7378944  2136064 13664264  6455616  2130240 13664520  2134528
 13664352  7642112 13664264  2657536 13664392  6462464 13664392  6462464
 13664360  7340032 13664352  2624768  2641152 13664264      102]","[nan  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.  2.  2.  2.  2.  2.  3.  3.  3.  3.  3.  3.  3.  4.  4.  4.  4.
  5.  5.  5.  5.  5.  5.  6.  6.  6.  6.  6.  6.  6.  6.  7.  7.  7.  7.
  7.  8.  8.  8.  8.  9.  9.  9.  9.  9.  9. 10. 10. 10. 10. 10. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
 -100]"
"['শিলিগুড়ি' 'হাসপাতালে' 'বা' 'মেডিক্যাল' 'কলেজ' 'হাসপাতালে' 'ব্লাড'
 'টেস্ট' 'করতে' 'যাঁরা' 'পাঠিয়েছেন' 'তাঁদের' 'অনেকের' 'রিপোর্ট' 'পেতে'
 'সাত' 'দিন' ',' 'নয়' 'দিন' 'সময়' 'লাগছে' '।’’']","['B-NOM' 'I-NOM' 'I-NOM' 'I-NOM' 'I-NOM' 'I-NOM' 'I-NOM' 'I-NOM' 'I-NOM'
 'I-NOM' 'I-NOM' 'B-PRO' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",145,"[     101  3673344 13664520  7642112 13664520  2130240 13665128  7374848
 13664520  7340032 13664392  3152896  2101760 13664392  2104320 13664392
  7642112 13664264  2134528 13664392  6459904 13664264  2136064 13664520
  2097472  2660352 13664392  7642112  2097472 13664352  7642112 13664264
  2657536  7340032 13664392  3152896  2101760 13664392  2104320 13664392
  7642112 13664264  2134528  7642112 13664392  2136064  2103296 13664264
  3152896  2103296 13664352  2097472 13664352  7378944 13664352  2104320
 13664264  2660352 13795424  7378944 13664392  2101760 13664392  2119680
 13664520  5275656 13664264  2641152 13664264  6462464  2104320 13795424
  2137088 13664264  7378944 13664360  6462464 13664264  2097472 13664264
  7378944  7378944 13664520  2101760 13664360  7378944  2103296 13664352
  2101760 13664264  2104320 13664264  3152896 13664392  2104320  2137088
 13664520  6462464  6462464  5275656 13664352  2137088 13664520  6462464
  3152896 13664352  6459904  5275656 13664352  7642112 13664392  2130240
  2641152 13664264      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  2.  2.  3.  3.  3.  3.  3.  3.  3.  3.  4.  4.  4.  4.  4.  5.  5.  5.
  5.  5.  5.  5.  5.  5.  6.  6.  6.  6.  7.  7.  7.  7.  7.  8.  8.  8.
  8.  8.  8.  9.  9.  9.  9. 10. 10. 10. 10. 10. 10. 10. 10. 10. 11. 11.
 11. 11. 11. 12. 12. 12. 12. 12. 12. 13. 13. 13. 13. 13. 13. 13. 14. 14.
 14. 14. 15. 15. 15. 16. 16. 16. 18. 18. 18. 19. 19. 19. 20. 20. 20. 20.
 20. 21. 21. 21. 21. 21. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1]","[-100   13   13   13   13   13   13   13   13   14   14   14   14   14
   14   14   14   14   14   14   14   14   14   14   14   14   14   14
   14   14   14   14   14   14   14   14   14   14   14   14   14   14
   14   14   14   14   14   14   14   14   14   14   14   14   14   14
   14   14   14   14   14   14   14   14   14   14   14   14   14   14
   15   15   15   15   15    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0 -100]"
"['ওয়ার্ডের' 'সাফাই' 'পরিষেবা' 'নিয়েও' 'এ' 'দিন' 'অভিযোগ' 'উঠেছে' 'পুরসভার'
 'বোর্ড' 'মিটিংয়ে' '।']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],146,"[     101 13664360  5275656 13664392  7378944  2136064 13664264  7378944
  3152896 13664392  3150336 13664392 13664520  2101760 13664352  7378944
 13664520  3147776 13664264  2134528 13664392  6462464 13664520  5275656
 13664264 13664360 13664264  2137088 13664520  6462464 13664360  2150912
 13664520  2660352 13664360  2130240 13665128  2119680 13664264  2641152
 13664264  2101760 13665128  7378944 13664352  3152896 13664352  2150912
 13664392  7378944  2134528 13664360  7378944  2136064 13664352  6459904
 13664520  2103296 13664520  6455616  5275656 13664264      102]","[nan  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.
  2.  2.  2.  3.  3.  3.  3.  3.  4.  5.  5.  5.  6.  6.  6.  6.  6.  6.
  7.  7.  7.  7.  7.  8.  8.  8.  8.  8.  8.  8.  8.  8.  9.  9.  9.  9.
  9. 10. 10. 10. 10. 10. 10. 10. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0 -100]"
"['এ' 'দিন' 'সভায়' 'শহরের' 'বিভিন্ন' 'ওয়ার্ডে' 'গত' 'সপ্তাহ' 'পর্যন্ত'
 'আক্রান্তের' '১১২' 'জনের' 'তালিকা' 'দিলে' 'তা' 'নিয়ে' 'প্রশ্ন' 'তোলেন'
 'বিরোধীরা' '।']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-NOM' 'I-NOM' 'O' 'O' 'O' 'O'
 'O' 'O' 'B-NOM' 'O']",147,"[     101 13664264  2137088 13664520  6462464  3152896 13664352  2150912
 13664392  5275656  3673344 13664352  7340032 13664352  7378944 13664264
  7378944  2134528 13664520  2150912 13664520  6462464  6462464 13664352
 13664360  5275656 13664392  7378944  2136064 13664264  2130240 13664352
  2104320 13664352  3152896 13664352  2101760  2104320 13664392  7340032
 13664352  2101760 13664352  7378944  2660352 13664352  6462464  2104320
 13664352 13664392  2097472  7378944 13664392  6462464  2104320 13664264
  7378944  2657536 13664352  6462464 13664264  7378944  2104320 13664392
  7642112 13664520  2097472 13664392  2137088 13664520  7642112 13664264
  2104320 13664392  6462464 13664520  5275656 13664264  2101760  7378944
 13664352  3673344  6462464 13664352  2104320 13664360  7642112 13664264
  6462464  2134528 13664520  7378944 13664360  2153472 13664520  7378944
 13664392      102]","[nan  0.  1.  1.  1.  2.  2.  2.  2.  2.  3.  3.  3.  3.  3.  3.  3.  4.
  4.  4.  4.  4.  4.  4.  5.  5.  5.  5.  5.  5.  6.  6.  6.  6.  7.  7.
  7.  7.  7.  7.  7.  8.  8.  8.  8.  8.  8.  8.  8.  9.  9.  9.  9.  9.
  9.  9.  9. 11. 11. 11. 11. 11. 12. 12. 12. 12. 12. 12. 13. 13. 13. 13.
 14. 14. 15. 15. 15. 15. 16. 16. 16. 16. 16. 16. 17. 17. 17. 17. 17. 18.
 18. 18. 18. 18. 18. 18. 18. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0   14   14   14   14   14    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0   13   13   13   13   13   13   13   13 -100]"
"['বিরোধী' 'তৃণমূল' 'কাউন্সিল' 'নান্টু' 'পাল' ',' 'কৃষ্ণ' 'পালদের' 'অভিযোগ'
 ',' 'শহরে' 'ডেঙ্গি' 'আক্রান্তের' 'সংখ্যা' 'অনেক' 'বেশি' '।']","['B-NOM' 'I-NOM' 'I-NOM' 'B-NAM' 'I-NAM' 'O' 'B-NAM' 'I-NAM' 'O' 'O' 'O'
 'O' 'B-NOM' 'O' 'O' 'O' 'O']",148,"[     101  2134528 13664520  7378944 13664360  2153472 13664520  2104320
  7374848 13664520  6461440  6459904 13665128  7642112  2097472 13664392
 13665128  6462464  3152896 13664520  7642112  6462464 13664392  6462464
  2103296 13665128  2101760 13664392  7642112  2097472  7374848 13664520
  3147776  6461440 13664352  2101760 13664392  7642112  2137088 13664264
  7378944 13664360  2150912 13664520  2660352 13664360  2130240  3673344
 13664352  7340032 13664352  7378944 13664264  2136064 13664264  6455616
  2130240 13664520 13664392  2097472  7378944 13664392  6462464  2104320
 13664264  7378944  3152896 13664352  6455616  2113856  2660352 13664392
 13664360  6462464 13664264  2097472  2134528 13664264  3673344 13664520
      102]","[nan  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.
  2.  2.  2.  3.  3.  3.  3.  3.  4.  4.  4.  6.  6.  6.  6.  6.  6.  7.
  7.  7.  7.  7.  7.  8.  8.  8.  8.  8.  8. 10. 10. 10. 10. 10. 10. 11.
 11. 11. 11. 11. 12. 12. 12. 12. 12. 12. 12. 12. 13. 13. 13. 13. 13. 13.
 14. 14. 14. 14. 15. 15. 15. 15. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1]","[-100   13   13   13   13   13   13   14   14   14   14   14   14   14
   14   14   14   14   14   14   14   11   11   11   11   11   12   12
   12   11   11   11   11   11   11   12   12   12   12   12   12    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0   13   13   13   13   13   13   13   13    0    0    0    0
    0    0    0    0    0    0    0    0    0    0 -100]"
['বুকে' 'ফেস্টুন' 'ঢুলিয়ে' 'প্রতিবাদ' 'জানান' 'তাঁরা' '।'],['O' 'O' 'O' 'O' 'O' 'B-PRO' 'O'],149,"[     101  2134528 13665128  2097472 13664264  3150336 13664264  3152896
  2103296 13665128  6462464  2152448 13665128  7642112 13664520  5275656
 13664264  2101760  7378944 13664352  2104320 13664520  2134528 13664392
  2137088  2657536 13664392  6462464 13664392  6462464  2104320 13795424
  7378944 13664392      102]","[nan  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  2.  3.
  3.  3.  3.  3.  3.  3.  3.  4.  4.  4.  4.  4.  5.  5.  5.  5. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0   15   15   15   15 -100]"
"['১০' 'দিনের' 'মধ্যে' 'রোগ' 'ঠেকাতে' 'ব্যবস্থা' 'না' 'নিলে' 'আন্দোলনের'
 'কথা' 'জানান' '।']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],150,"[     101  2137088 13664520  6462464 13664264  7378944  6459904 13664352
  2153472  2660352 13664264  7378944 13664360  2130240  2119680 13664264
  2097472 13664392  2104320 13664264  2134528  2660352 13664352  2134528
 13664352  3152896  2120704 13664392  6462464 13664392  6462464 13664520
  7642112 13664264 13664392  6462464  2137088 13664360  7642112  6462464
 13664264  7378944  2097472 13664352  2120704 13664392  2657536 13664392
  6462464 13664392  6462464      102]","[nan  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  3.  3.  3.  4.  4.  4.  4.
  4.  4.  5.  5.  5.  5.  5.  5.  5.  5.  6.  6.  7.  7.  7.  7.  8.  8.
  8.  8.  8.  8.  8.  8.  9.  9.  9.  9. 10. 10. 10. 10. 10. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0 -100]"
"['মেয়রের' 'দাবি' ',' 'তিনি' 'যে' 'তালিকা' 'দিয়েছেন' 'তা' 'জেলা'
 'স্বাস্থ্য' 'দফতরের' 'দেওয়া' '।']",['B-NOM' 'O' 'O' 'B-PRO' 'O' 'O' 'O' 'O' 'B-NAM' 'I-NAM' 'I-NAM' 'O' 'O'],151,"[     101  6459904 13664264  5275656  7378944 13664264  7378944  2137088
 13664392  2134528 13664520  2104320 13664520  6462464 13664520  2660352
 13664264  2104320 13664392  7642112 13664520  2097472 13664392  2137088
 13664520  5275656 13664264  2641152 13664264  6462464  2104320 13664392
  2657536 13664264  7642112 13664392  3152896  2134528 13664392  3152896
  2120704  2660352 13664352  2137088 13664352  3150336 13664352  2104320
 13664352  7378944 13664264  7378944  2137088 13664264 13664360  5275656
 13664392      102]","[nan  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  3.  3.  3.  3.  4.  4.  5.
  5.  5.  5.  5.  5.  6.  6.  6.  6.  6.  6.  6.  7.  7.  8.  8.  8.  8.
  9.  9.  9.  9.  9.  9.  9. 10. 10. 10. 10. 10. 10. 10. 10. 10. 11. 11.
 11. 11. 11. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100   13   13   13   13   13   13    0    0    0    0   15   15   15
   15    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0   11   11   11   11   12   12   12   12   12   12
   12   12   12   12   12   12   12   12   12   12    0    0    0    0
    0 -100]"
"['বিরোধীদের' 'অভিযোগ' ',' 'সম্প্রতি' 'ডেঙ্গিতে' '১১' 'নম্বর' 'ওয়ার্ডে'
 '২৮' 'বছরের' 'এক' 'ব্যক্তির' 'মৃত্যু' 'হয়েছে' '।']","['B-NOM' 'O' 'O' 'O' 'O' 'B-NOM' 'I-NOM' 'I-NOM' 'B-NOM' 'I-NOM' 'I-NOM'
 'I-NOM' 'O' 'O' 'O']",152,"[     101  2134528 13664520  7378944 13664360  2153472 13664520  2137088
 13664264  7378944 13664360  2150912 13664520  2660352 13664360  2130240
  3152896 13664352  6459904  2101760  7378944 13664352  2104320 13664520
  2136064 13664264  6455616  2130240 13664520  2104320 13664264  6462464
 13664352  6459904  2134528 13664352  7378944 13664352 13664360  5275656
 13664392  7378944  2136064 13664264  2134528 13664352  2641152 13664352
  7378944 13664264  7378944 13664264  2097472  2134528  2660352 13664352
  2097472  2104320 13664520  7378944  6459904  7374848 13664520  2104320
  2660352 13665128  7340032  5275656 13664264  2641152 13664264      102]","[nan  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  3.  3.
  3.  3.  3.  3.  3.  3.  4.  4.  4.  4.  4.  4.  4.  6.  6.  6.  6.  6.
  6.  6.  7.  7.  7.  7.  7.  7.  9.  9.  9.  9.  9.  9.  9. 10. 10. 11.
 11. 11. 11. 11. 11. 11. 12. 12. 12. 12. 12. 12. 13. 13. 13. 13. 13. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100   13   13   13   13   13   13   13   13   13    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0   14   14   14   14   14   14   14   14   14   14   14
   14   14   14   14   14   14   14   14   14   14   14   14   14   14
   14   14   14   14    0    0    0    0    0    0    0    0    0    0
    0 -100]"
