Tokens,Tags,__index_level_0__,input_ids,word_ids,attention_masks,labels
"['Річ' 'у' 'тім' ',' 'що' 'в' 'нашому' 'селі' 'був' 'поганий' 'зв’язок'
 ',' 'телевізори' 'перестали' 'ловити' 'сигнал' ',' 'місцеві' 'слухали'
 'лише' 'радіо' '.']","['O' 'O' 'O' 'O' 'O' 'O' 'B-GPE' 'I-GPE' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'B-PER' 'O' 'O' 'O' 'O']",1651,"[     101  7379200 13664520  2623488 13665128  2103552 13664520  6459904
  3147776  2623488 13664352  3248640  6461440 13664456  3147776 13664352
  6459904 13665128  3151872 13664256  7641344 13664520  2134528 13665128
  3248640  2101760 13664352  7372800 13664456  6461440 13664512  5275904
  3184640  3248640 13664456  3184640 13664352  2097472  2103296 13664256
  7641088 13664256  3248640 13664520  3184640 13664352  7378944 13664512
  2101760 13664256  7378944 13664256  3151872  2103296 13664456  7641088
 13664512  7641088 13664352  3248640 13664512  2103296 13664512  3151872
 13664512  7372800  6461440 13664456  7641088  6459904 13664520  3151872
  2627584 13664256  3248640 13664520  3151872  7641088 13665128  3146048
 13664456  7641088 13664512  7641088 13664512  3147776 13664256  7378944
 13664456  2136320 13664520 13664352      102]","[nan  0.  0.  0.  1.  2.  2.  2.  4.  4.  4.  5.  6.  6.  6.  6.  6.  6.
  7.  7.  7.  7.  8.  8.  8.  9.  9.  9.  9.  9.  9.  9. 10. 10. 10. 10.
 10. 10. 12. 12. 12. 12. 12. 12. 12. 12. 12. 12. 13. 13. 13. 13. 13. 13.
 13. 13. 13. 14. 14. 14. 14. 14. 14. 15. 15. 15. 15. 15. 15. 17. 17. 17.
 17. 17. 17. 17. 18. 18. 18. 18. 18. 18. 18. 19. 19. 19. 19. 20. 20. 20.
 20. 20. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    3    3
    3    3    3    3    4    4    4    4    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    5
    5    5    5    5    5    5    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0 -100]"
"['Біля' 'магазину' 'ще' 'сяк-так' 'тягнув' 'мобільний' 'інтернет' ','
 'тож' 'ми' 'навіть' 'змогли' 'подивитись' 'відео' 'і' 'фото' 'зі'
 'столиці' '.']","['O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'B-GPE' 'O']",1652,"[     101  2134528 13664520  7641344 13664456  6459904 13664456  7372800
 13664456  3184640 13664512  6461440 13665128  3147776  2623488 13664256
  3152128 13664456  2097472  2103296 13664456  2097472  2103552 13664456
  7372800  6461440 13665128  3248640  6459904 13664352  2134528 13664520
  7641344  6461440 13664512  5275904 13664520  6461440  2103296 13664256
  7378944  6461440 13664256  2103296  2103296 13664352  3180544  6459904
 13664512  6461440 13664456  3248640 13664520  2103552  3184640  6459904
 13664352  7372800  7641088 13664512  2101760 13664352  2136064 13664512
  3248640 13664512  2103296 13664512  3152128  3248640 13664520  2136064
 13664256 13664352 13664520  3215872 13664352  2103296 13664352  3184896
 13664520  3151872  2103296 13664352  7641088 13664512  2627840 13664520
      102]","[nan  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  2.  2.  2.  3.  3.
  3.  3.  3.  3.  4.  4.  4.  4.  4.  4.  5.  5.  5.  5.  5.  5.  5.  5.
  6.  6.  6.  6.  6.  6.  6.  6.  8.  8.  8.  9.  9. 10. 10. 10. 10. 10.
 11. 11. 11. 11. 11. 11. 12. 12. 12. 12. 12. 12. 12. 12. 12. 13. 13. 13.
 13. 13. 14. 15. 15. 15. 15. 16. 16. 17. 17. 17. 17. 17. 17. 17. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    1    1    1    1    1    1    1    1    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    5    5    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    3    3    3
    3    3    3    3 -100]"
"['Тітонька' 'з' 'магазину' 'винесла' 'кожному' 'по' 'шоколадці' ',' 'а'
 'інші' 'жіночки' 'оточили' 'нас' 'і' ',' 'побачивши' 'новини' ',' 'лише'
 'тяжко' 'зітхнули' '.']","['B-PER' 'I-PER' 'I-PER' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O'
 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",1653,"[     101  2103552 13664520  2103296 13664352  6461696  2097472 13664456
  3184640  6459904 13664456  7372800 13664456  3184640 13664512  6461440
 13665128  3248640 13664512  6461440 13664256  3151872  7641088 13664456
  2097472 13664352  3180544  6461440 13664352  6459904 13665128  2101760
 13664352  3147776 13664352  2097472 13664352  7641088 13664456  2136064
  2627840 13664520 13664456 13664520  6461440  3147776 13664520  3180544
 13664520  6461440 13664352  2623488  2097472 13664512 13664352  2103296
 13664352  2623488 13664512  7641088 13664512  6461440 13664456  3151872
 13664520  2101760 13664352  2134528 13664456  2623488 13664512  3248640
  3147776 13664512  6461440 13664352  3248640 13664512  6461440 13664512
  7641088 13664512  3147776 13664256  2103552 13664456  3180544  2097472
 13664352  3184896 13664520  2103296  3146048  6461440 13665128  7641088
 13664512      102]","[nan  0.  0.  0.  0.  0.  0.  0.  1.  2.  2.  2.  2.  2.  2.  2.  2.  3.
  3.  3.  3.  3.  3.  3.  4.  4.  4.  4.  4.  4.  4.  5.  5.  6.  6.  6.
  6.  6.  6.  6.  6.  6.  8.  9.  9.  9.  9. 10. 10. 10. 10. 10. 10. 10.
 11. 11. 11. 11. 11. 11. 11. 12. 12. 12. 13. 15. 15. 15. 15. 15. 15. 15.
 15. 15. 16. 16. 16. 16. 16. 16. 18. 18. 18. 18. 19. 19. 19. 19. 19. 20.
 20. 20. 20. 20. 20. 20. 20. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    5    5    5    5    5    5    5    6    6    6    6    6    6
    6    6    6    0    0    0    0    0    0    0    5    5    5    5
    5    5    5    0    0    0    0    0    0    0    0    0    0    0
    0    5    5    5    5    6    6    6    6    6    6    6    0    0
    0    0    0    0    0    5    5    5    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0 -100]"
['Усі' 'були' 'в' 'шоці' '.'],['B-PER' 'O' 'O' 'O' 'O'],1654,"[     101 13665128  3152128 13664520  2134528 13665128  7641088 13664512
  3248640  3147776 13664352  2627840 13664520      102]",[nan  0.  0.  0.  1.  1.  1.  1.  2.  3.  3.  3.  3. nan],[1 1 1 1 1 1 1 1 1 1 1 1 1 1],[-100    5    5    5    0    0    0    0    0    0    0    0    0 -100]
['Ввечері' 'я' 'списалась' 'з' 'друзями' 'та' 'рідними' '.'],['O' 'B-PER' 'O' 'O' 'B-PER' 'O' 'B-PER' 'O'],1655,"[     101  3248640  3248640 13664256  2623488 13664256  7379200 13664520
  5275904 13664456  3151872  2101760 13664512  3151872 13664456  7641088
 13664456  3152128  3184640  2136064  7378944 13665128  3184896 13664456
  6459904 13664512  2103296 13664456  7379200 13664520  2136064  6461440
 13664512  6459904 13664512      102]","[nan  0.  0.  0.  0.  0.  0.  0.  1.  1.  2.  2.  2.  2.  2.  2.  2.  2.
  3.  4.  4.  4.  4.  4.  4.  4.  5.  5.  6.  6.  6.  6.  6.  6.  6. nan]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[-100    0    0    0    0    0    0    0    5    5    0    0    0    0
    0    0    0    0    0    5    5    5    5    5    5    5    0    0
    5    5    5    5    5    5    5 -100]"
"['Оля' 'Майгутяк' 'писала' ',' 'що' 'їх' 'землетрус' 'застав' 'на'
 'вулиці' 'і' 'втриматись' 'на' 'ногах' 'було' 'дуже' 'складно' '.']","['B-PER' 'I-PER' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O']",1656,"[     101 13664352  7641344 13664456  6459904 13664456  5275904  7372800
 13665128  2103552 13664456  2097472  2101760 13664512  3151872 13664456
  7641088 13664456  3147776  2623488 13664352  5275904 13664520  3146048
  3184640 13664256  6459904  7641088 13664256  2103296  7378944 13665128
  3151872  3184640 13664456  3151872  2103296 13664456  3248640  6461440
 13664456  3248640 13665128  7641088 13664512  2627840 13664520 13664520
  3248640  2103296  7378944 13664512  6459904 13664456  2103296 13664512
  3152128  6461440 13664456  6461440 13664352  7372800 13664456  3146048
  2134528 13665128  7641088 13664352  2136064 13665128  3180544 13664256
  3151872  2097472  7641088 13664456  2136064  6461440 13664352      102]","[nan  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  2.
  4.  4.  4.  5.  5.  5.  6.  6.  6.  6.  6.  6.  6.  6.  6.  7.  7.  7.
  7.  7.  7.  8.  8.  9.  9.  9.  9.  9.  9. 10. 11. 11. 11. 11. 11. 11.
 11. 11. 11. 12. 12. 13. 13. 13. 13. 13. 14. 14. 14. 14. 15. 15. 15. 15.
 16. 16. 16. 16. 16. 16. 16. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1]","[-100    5    5    5    6    6    6    6    6    6    6    6    0    0
    0    0    0    0    0    0    0    5    5    5    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    1
    1    1    1    1    1    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0 -100]"
"['На' 'момент' 'нашої' 'переписки' 'вони' 'спали' 'у' 'дворику' 'готелю'
 'і' 'їх' 'досі' 'час' 'від' 'часу' 'трусило' '.']","['O' 'O' 'B-PER' 'O' 'B-PER' 'O' 'O' 'B-LOC' 'I-LOC' 'O' 'B-PER' 'O' 'O'
 'O' 'O' 'O' 'O']",1657,"[     101  6461440 13664456  6459904 13664352  6459904 13664256  6461440
  2103296  6461440 13664456  3147776 13664352  5275904 13664520  2101760
 13664256  7378944 13664256  2101760 13664512  3151872  2097472 13664512
  3248640 13664352  6461440 13664512  3151872  2101760 13664456  7641088
 13664512 13665128  2136064  3248640 13664352  7378944 13664512  2097472
 13665128  7372800 13664352  2103296 13664256  7641344 13665128 13664520
  5275904 13664520  3146048  2136064 13664352  3152128 13664520  2623488
 13664456  3151872  3248640 13664520  2136064  2623488 13664456  3151872
 13665128  2103296  7378944 13665128  3151872 13664512  7641088 13664352
      102]","[nan  0.  0.  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  2.  3.  3.  3.
  3.  3.  3.  3.  3.  3.  4.  4.  4.  4.  5.  5.  5.  5.  5.  6.  7.  7.
  7.  7.  7.  7.  7.  8.  8.  8.  8.  8.  8.  9. 10. 10. 10. 11. 11. 11.
 11. 12. 12. 12. 13. 13. 13. 14. 14. 14. 14. 15. 15. 15. 15. 15. 15. 15.
 nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    5    5    5    5    5
    5    0    0    0    0    0    0    0    0    0    5    5    5    5
    0    0    0    0    0    0    1    1    1    1    1    1    1    2
    2    2    2    2    2    0    5    5    5    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0 -100]"
"['“' 'Коли' 'починає' 'трусити' ',' 'то' 'усі' 'собаки' 'заходяться'
 'гавкітом' '”' '–' 'писала' 'Оля' '.']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O'],1658,"[     101  2097472 13664352  7641088 13664512  2101760 13664352  2623488
 13664512  6461440 13664456 13664256  2103296  7378944 13665128  3151872
 13664512  2103296 13664512  2103296 13664352 13665128  3152128 13664520
  3151872 13664352  2134528 13664456  2097472 13664512  3184640 13664456
  3146048 13664352  2136320 13664456  2103552  3152128 13664456  7372800
 13664456  3248640  2097472 13664520  2103296 13664352  6459904  2101760
 13664512  3151872 13664456  7641088 13664456 13664352  7641344 13664456
      102]","[nan  1.  1.  1.  1.  2.  2.  2.  2.  2.  2.  2.  3.  3.  3.  3.  3.  3.
  3.  5.  5.  6.  6.  6.  7.  7.  7.  7.  7.  7.  8.  8.  8.  8.  8.  8.
  8.  8.  8.  9.  9.  9.  9.  9.  9.  9.  9. 12. 12. 12. 12. 12. 12. 13.
 13. 13. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    5    5    5
 -100]"
"['А' 'я' 'собі' 'згадала' ',' 'що' 'напередодні' 'десь' 'у' 'полях'
 'моторошно' 'вили' 'лисиці' '.']",['O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O'],1659,"[     101 13664456  5275904 13664456  3151872 13664352  2134528 13664520
  3184640  7372800 13664456  2136064 13664456  7641088 13664456  3147776
  2623488 13664352  6461440 13664456  2101760 13664256  7378944 13664256
  2136064 13664352  2136064  6461696 13664520  2136064 13664256  3152128
 13665128  2101760 13664352  7641344 13664456  3146048  6459904 13664352
  2103296 13664352  7378944 13664352  3147776  6461440 13664352  3248640
 13664512  7641088 13664512  7641088 13664512  3151872 13664512  2627840
 13664520      102]","[nan  0.  1.  1.  2.  2.  2.  2.  3.  3.  3.  3.  3.  3.  3.  5.  5.  5.
  6.  6.  6.  6.  6.  6.  6.  6.  6.  6.  6.  7.  7.  7.  8.  9.  9.  9.
  9.  9. 10. 10. 10. 10. 10. 10. 10. 10. 10. 11. 11. 11. 11. 12. 12. 12.
 12. 12. 12. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    5    5    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    1    1    1    1    1    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0 -100]"
"['Не' 'знаю' 'чи' 'дійсно' 'вони' 'щось' 'відчували' ',' 'чи' 'була' 'на'
 'те' 'інша' 'причина' '.']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],1660,"[     101  6461440 13664256  3184640  6461440 13664456 13665128  2623488
 13664512  2136320 13664520  5275904  3151872  6461440 13664352  3248640
 13664352  6461440 13664512  3147776  2623488 13664352  3152128  3248640
 13664520  2136064  2623488 13665128  3248640 13664456  7641088 13664512
  2623488 13664512  2134528 13665128  7641088 13664456  6461440 13664456
  2103296 13664256 13664520  6461440  3147776 13664456  2101760  7378944
 13664512  2623488 13664512  6461440 13664456      102]","[nan  0.  0.  1.  1.  1.  1.  2.  2.  3.  3.  3.  3.  3.  3.  4.  4.  4.
  4.  5.  5.  5.  5.  6.  6.  6.  6.  6.  6.  6.  6.  6.  8.  8.  9.  9.
  9.  9. 10. 10. 11. 11. 12. 12. 12. 12. 13. 13. 13. 13. 13. 13. 13. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0 -100]"
"['Надя' 'написала' ',' 'що' 'у' 'нас' 'очікуються' 'нові' 'поштовхи' ','
 'тож' 'спала' 'я' 'дуже' 'погано' '.']","['B-PER' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O'
 'O']",1661,"[     101  6461440 13664456  2136320 13664456  6461440 13664456  2101760
 13664512  3151872 13664456  7641088 13664456  3147776  2623488 13664352
 13665128  6461440 13664456  3151872 13664352  2623488 13664520  2097472
 13665128 13665128  2103552  3152128 13664456  6461440 13664352  3248640
 13664520  2101760 13664352  3147776  2103296 13664352  3248640  3146048
 13664512  2103296 13664352  3180544  3151872  2101760 13664456  7641088
 13664456  5275904 13664456  2136064 13665128  3180544 13664256  2101760
 13664352  7372800 13664456  6461440 13664352      102]","[nan  0.  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  3.  3.  3.  4.  5.
  5.  5.  6.  6.  6.  6.  6.  6.  6.  6.  6.  7.  7.  7.  7.  8.  8.  8.
  8.  8.  8.  8.  8. 10. 10. 10. 11. 11. 11. 11. 11. 12. 12. 13. 13. 13.
 13. 14. 14. 14. 14. 14. 14. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    5    5    5    5    0    0    0    0    0    0    0    0    0
    0    0    0    5    5    5    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    5    5    0    0    0    0    0
    0    0    0    0    0 -100]"
"['Усі' 'безтурботно' 'вклались' 'спати' 'в' 'домівках' ',' 'а' 'мені'
 'було' 'страшно' '.']",['B-PER' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'B-PER' 'O' 'O' 'O'],1662,"[     101 13665128  3152128 13664520  2134528 13664256  3184640  2103296
 13665128  7378944  2134528 13664352  2103296  6461440 13664352  3248640
  2097472  7641088 13664456  7641088 13664512  3152128  3151872  2101760
 13664456  2103296 13664512  3248640  2136064 13664352  6459904 13664520
  3248640  2097472 13664456  3146048 13664456  6459904 13664256  6461696
 13664520  2134528 13665128  7641088 13664352  3151872  2103296  7378944
 13664456  3147776  6461440 13664352      102]","[nan  0.  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  2.  2.  2.
  2.  2.  2.  2.  3.  3.  3.  3.  3.  4.  5.  5.  5.  5.  5.  5.  5.  5.
  7.  8.  8.  8.  8.  9.  9.  9.  9. 10. 10. 10. 10. 10. 10. 10. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    5    5    5    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    1    1    1    1    1    1    1    1    0    5    5    5    5    0
    0    0    0    0    0    0    0    0    0    0 -100]"
"['Я' 'постійно' 'прокидалась' 'і' 'здавалось' ',' 'що' 'вібрація' 'мого'
 'пульсу' '–' 'новий' 'землетрус' '.']",['B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O'],1663,"[     101  5275904 13664456  2101760 13664352  3151872  2103552 13664520
  5275904  6461440 13664352  2101760  7378944 13664352  2097472 13664512
  2136064 13664456  7641088 13664456  3152128 13664520  3184640  2136064
 13664456  3248640 13664456  7641088 13664352  3152128  3147776  2623488
 13664352  3248640 13664520  2134528  7378944 13664456  2627840 13664520
 13664456  6459904 13664352  7372800 13664352  2101760 13665128  7641344
  3151872 13665128  6461440 13664352  3248640 13664512  5275904  3184640
 13664256  6459904  7641088 13664256  2103296  7378944 13665128  3151872
      102]","[nan  0.  0.  1.  1.  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  2.  2.
  2.  2.  2.  3.  4.  4.  4.  4.  4.  4.  4.  4.  6.  6.  6.  7.  7.  7.
  7.  7.  7.  7.  7.  8.  8.  8.  8.  9.  9.  9.  9.  9. 11. 11. 11. 11.
 11. 12. 12. 12. 12. 12. 12. 12. 12. 12. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    5    5    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    5
    5    5    5    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0 -100]"
"['В' '3' 'ночі' 'я' 'зірвалась' 'від' 'собачаго' 'лаю' 'і' 'розбудила'
 'сусідку' 'криками:”Знову' 'трясе' '!”.']",['O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O'],1664,"[     101  3248640  6461440 13664352  2623488 13664520  5275904 13664456
  3184896 13664520  7378944  3248640 13664456  7641088 13664456  3152128
  3248640 13664520  2136064  3151872 13664352  2134528 13664456  2623488
 13664456  7372800 13664352  7641088 13664456 13665128 13664520  7378944
 13664352  3184640  2134528 13665128  2136064 13664512  7641088 13664456
  3151872 13665128  3152128 13664520  2136064  2097472 13665128  2097472
  7378944 13664512  2097472 13664456  6459904 13664512  3184640  6461440
 13664352  3248640 13665128  2103296  7379200 13664456  3151872 13664256
      102]","[nan  0.  2.  2.  2.  2.  3.  3.  4.  4.  4.  4.  4.  4.  4.  4.  5.  5.
  5.  6.  6.  6.  6.  6.  6.  6.  6.  7.  7.  7.  8.  9.  9.  9.  9.  9.
  9.  9.  9.  9. 10. 10. 10. 10. 10. 10. 10. 11. 11. 11. 11. 11. 11. 11.
 11. 11. 11. 11. 11. 12. 12. 12. 12. 12. nan]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[-100    0    0    0    0    0    5    5    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    5    5
    5    5    5    5    5    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0 -100]"
